&Xh5XMqJkyxxzovvesaRAZo2r0s1j7rMBUvhlb9ZVoJE=.sha256  +1.png
&XK7Z8s6JmChXJbL3EFeGEdMq2NfiYh7h9JQ/ZYJu76M=.sha256  tanabata_tree.png
&KzI4AZCuoBJlUNOR+wle9SlfCrhYWBn5C4j0fxHKZa4=.sha256  tangerine.png
&DYUVXkuyCHePm7RNghLrOzboH7tPmaFzfD5wSTDXo9U=.sha256  taurus.png
&0o3ytgIO+swW1byLCuKnmcWP/984+pTL+wgJ9AkA3ew=.sha256  taxi.png
&pm5yZgTAyyE8IrtJ2/jKXVYwginSRZlM8oicLXzS5Ys=.sha256  tea.png
&UKaYrvOrrMLtIFpdMikVy0u7PemSCl/BLx8z0vH0w04=.sha256  telephone.png
&R3ezy6iiyvQzmpZFCmIZw09jfQnek2Gu1Dsd3xgKGiw=.sha256  telephone_receiver.png
&khDqNlRVhJ75YuzRyb94ZQpBtVtqBieNH3lPlu7XKw4=.sha256  telescope.png
&p7gUZdmmdZuruyXmflR5LkfDcQEShTSW9tobjNobxJo=.sha256  tennis.png
&ypzhcIylfrtsbq3obtaXt4raH+Sl1gbbNDSjCY2mTPw=.sha256  tent.png
&WUxLT4aA93/bREjqjnwJHaDCmoICOVAiYjHpx9Fgdhk=.sha256  thinking.png
&HdG0Bk3duT4/JR01Spl04FEhNBoUl5Vt9Yu8dwKKTa4=.sha256  thought_balloon.png
&ZjYiSXJeK5/yJLGRSt0gEXlDRZxUnu9J2E8ZG9UnCqg=.sha256  three.png
&09tP7wkJYhi/TrhRkUvw5JYROEnx7W3xyxEAci5p09w=.sha256  thumbsdown.png
&Xh5XMqJkyxxzovvesaRAZo2r0s1j7rMBUvhlb9ZVoJE=.sha256  thumbsup.png
&LA9HetW1HYbpMJWkKY6caWrYtcIEylg0X6QJFk55F7M=.sha256  ticket.png
&pAhThw70ulMdmxeanyR0k49uduSDmILMX0sHJo+0nDE=.sha256  tiger.png
&yJgrKoSBkVo7TMDH9rV/kuYWuhhxVV70teWiJhnqlX0=.sha256  tiger2.png
&/X8NTMV3sDv5CR84TeVirS9Y2XS6W6nzfOtlNmiKLCY=.sha256  tired_face.png
&0dJPD9lg25smmUrTPm27Quf/S72mmrqlziu7J6nJQ1A=.sha256  tm.png
&hRPTRxLyoxkHwrTviSlsg6O3Fx8Ygpr4vNOuOFJXk7A=.sha256  toilet.png
&hzBSZ8Cgtt57XD0fqjsLi5V7K8DbcI1EiqSoEA5jHpg=.sha256  tokyo_tower.png
&QbsuqMfEiQEsbSVprsYolQ+7OXfDabCxucTEFYh8Ui8=.sha256  tomato.png
&9xCJ9cMwbfi0bijfl9UPAEUCenidAdK/pY2VSOHMJQU=.sha256  tongue.png
&N3tkokfcig7z1xHFXL5reQBeZGYjHulhPlvngFmJAic=.sha256  top.png
&p/64NGJzsTQNA9P9RFRLF9kEcAfdaURpUNRRwE0Y7bk=.sha256  tophat.png
&GndSIijIg8BtejwYpYM85wHuDPfj57jLLe1OpZPgc5c=.sha256  tractor.png
&8a8ClWrTbukHCYbHjUMlt1oJSEmb6uy+JZsYI8tIs+8=.sha256  traffic_light.png
&MnfzSdrQr2r1DlEps9124GGgD0WnxJ65WAXVhlNr0tk=.sha256  train.png
&CN+ioHbqfwosObuVdCVDvbow3BYQxcqxCV7Og4Iu+Lc=.sha256  train2.png
&QFF1wY4oZQm6Zlay3QHpspmn7U9KCCiBMZ+QAe+uS8Q=.sha256  tram.png
&wt0YlfUzhNm+73rZ9uUWmdRXNyqtOtS4mOgGhHJBJDo=.sha256  triangular_flag_on_post.png
&0vwjW0toBjeb9WZB/0JfC3p1S5lPiQcqSAv4INyYN1A=.sha256  triangular_ruler.png
&YqwbpHdkF8Yb4+7brVD46xp2lBtBLnZnAMPtxnGcvaY=.sha256  trident.png
&JES5uqZ/tnFkNFnaQbwl0XPciBr0LrJlB7dYh9wlCf4=.sha256  triumph.png
&KH/tKGPaTJlt1ZzwjMTVdzLBOV64yrVUkxzj1r8Llrk=.sha256  trolleybus.png
&0MdBGvD79sCWIABGj0Kv76hu8q0LO0mWI/mhAkcZ01M=.sha256  trollface.png
&jWwB2rZNR7A5wv+44iOcwyZs4Fli5yyD5rdULd8tDFU=.sha256  trophy.png
&DaR13wOZ/IA+qc5B2vkMLRlrg8yjUADBPO1SczDY9vM=.sha256  tropical_drink.png
&LjS2FCywhEiKoXwyJdjItQQiiYa2+HappGhxOWNgeP0=.sha256  tropical_fish.png
&SyMjIqzliySb5CNxg6SWtr6KJA+nnmPm1uaUfZzA+RM=.sha256  truck.png
&SwAmk/daFlRzVIble6fcOamlNxo8JojfJpYt2mVJ1w4=.sha256  trumpet.png
&wL1Nen2A48O/Z3oCn/BwezKXckypY2v9pzf7DaQ4fkQ=.sha256  tshirt.png
&xtf+cvjI7h03poCnN6LaYfGtBk7W9b+Ktty59K/Lr58=.sha256  tulip.png
&bORWpWDEdoRGIUD7jOoFbZzE67WkrXpltvdyay/qBD4=.sha256  turtle.png
&xdSdT3Xu+lawYR50/5PEmEgmhaNYh359aw50AL29nuE=.sha256  tv.png
&zXXQyUMnjTblgVXVhBGO+G2kSwmROUS+ruFKue9JrmY=.sha256  twisted_rightwards_arrows.png
&tlhW/DEl3CMSpu9i0ijEEsODs3W+fvg88dwpCKmhzM8=.sha256  two.png
&1TZpPZnOaEKRNKjtJtXjh6H2+0jgsPesl12sL5hRQmw=.sha256  two_hearts.png
&oQ08Dx/nqC1NzYAKBTZDjrxgXXGqB4IMzPfas1gqVoA=.sha256  two_men_holding_hands.png
&UFDS+ROre0GKwg8IEt3xW5pIrzW7cdDOFHRm/GL9czU=.sha256  two_women_holding_hands.png
&aJ3HZaUGWuP199FlxvXAuBUrN96XkutlTQNkTH4FNxc=.sha256  u5272.png
&pxkCDtkVNQ1SD0yzsanrNHnjqO6HYKHV9uLj6VLjxFU=.sha256  u5408.png
&MSeTbTDGKc8tfj6d5yzDQuuMoAIs2SeYQU/geaizm7c=.sha256  u55b6.png
&vN3vdxfU/mlB7M+EPEEiu28s1mMLB4fegp1fv1uhdO4=.sha256  u6307.png
&K3UVxCt1Bd918gfY3ELvgtKzoNfFn3gVRBaBqADZjJI=.sha256  u6708.png
&l+e6Hx9aPl1u0a91l3H/pPynMRFxpDpR/2Qg6Ad8tf4=.sha256  u6709.png
&tKAQWN5hqanBaeaCpIh5w/OkeqVniq1psVz66/+uo1o=.sha256  u6e80.png
&esV4IK1ACadLNjAbjnxl/PmKB0Fe21UiM0yQKe7GSvc=.sha256  u7121.png
&LSmrAVs779B96WaF+AdxOT/UOUAFwdW6TaKjL/7rGc4=.sha256  u7533.png
&E/MLlIzEGziDCIfycA2wHFQFX6J6foTkbMeZvulBepU=.sha256  u7981.png
&W0x1o81xsiY/v6giCuhrwDjXr0zjWYMVWxiiK/y8CKY=.sha256  u7a7a.png
&++J3tq/3bs5C4cYRZYEhJcC70LY108/zCWyrgpkdUX4=.sha256  uk.png
&/wB6+9IVeHrCby80e4vHhB2a/Rz4/CFYy+cnvepOh6k=.sha256  umbrella.png
&ih45aVpHw7/1R8Zj53lNn+2LWar/NQiI1PDHQErsmoc=.sha256  unamused.png
&Hnxf9hzjAphJLWlYdX8DLteSmY5tGpdQ2cLqbT1o5K4=.sha256  underage.png
&LYGi2K+oWpsITmTfu93GCIVplnZg1tMlgBrLwJ628w8=.sha256  unlock.png
&GDm8+fLnoHv102YS125kydRK0Y7HG6zMdAM+AIHEBnc=.sha256  up.png
&uW0JijBInCkY5OiXc3cjY+AJu1E3EJcJ+DWgrRES84c=.sha256  us.png
&F7MqBgrxYllilRTBN12amYVfAQti/3HKZEx8ar1MiwI=.sha256  v.png
&nX/kklsZ0+FoxhOoyz80lt8Yw6gP+dSvp/gIpT/wJlE=.sha256  vertical_traffic_light.png
&AQU7OX8r4IPwnO6za6yH7S5ZXtPvDG+vEfFsmuQtph4=.sha256  vhs.png
&EQ+VZXMxm00l4OGhBskGPJdivDD5vYZq3SfB65I2TZg=.sha256  vibration_mode.png
&qhi2xYy2T0KRS9+UsiMsVTj76H3TYr3hkS/A5D4Wl60=.sha256  video_camera.png
&/jG5coi5Fcn+3QS/bnbhzXtk7aJ71HFSY43wfl/eWGw=.sha256  video_game.png
&NZpRZGW+RF857b3aA4nfmC0sVKjM/IAIh5Dr7Daeyuc=.sha256  violin.png
&SkJZnxlwvDQa3C+cAYZRYK9k0JoAxeYYwamWdhY6ph4=.sha256  virgo.png
&O7g0hiV5UR2Q7X0QiE+vVcAZC7PWUC80Pwv7NWPKEAA=.sha256  volcano.png
&r9y7e5jStM5b17SkvWUl1bdT2iH8nrAG2EQAjVDgkS8=.sha256  vs.png
&wOzYFBxN+/h/aXwVKxOX7DhZDtKlTCBUEb88UqjLrkg=.sha256  vulcan_salute.png
&dM/1ozUQyZKiU5woJdaYOEUDEWnjg9nkV2D2bE/HI3k=.sha256  walking.png
&fDFMEUA+mLnNjfJDA3ZYB9W5gpQ62VVWiNh37QYRp+4=.sha256  waning_crescent_moon.png
&z3usudUFQlddtRFSjFsX2r5PVZlxwoE55qps7w+8XBQ=.sha256  waning_gibbous_moon.png
&6W/Dt4EDroREgqHLmw0IdM5Cr10s0e2U+5fQtq0gdsU=.sha256  warning.png
&5yoHorT8qWKDPFUHMI7SPp6X8UdwckvF1Nyw24CMIHo=.sha256  watch.png
&rbMYf0KzapZx2mGJgR6z4Pqty/50NjEVZzeoYJh+gi0=.sha256  water_buffalo.png
&uBwdweMQKRJmYXdvgHZaqFx2/4J2R0ZwQyDIsY77zJY=.sha256  watermelon.png
&7lV45C+eELF6WYNQf/6Ad27coFr0BSiRia409VOkj3M=.sha256  wave.png
&tvDoAQRhfgj28gm9OsK4ezOcQrs6WcS/nkfbUmOslJY=.sha256  wavy_dash.png
&Wlf549qOlSna6EWWmONg8jqAsSVqXCicCmo/qt1ICBY=.sha256  waxing_crescent_moon.png
&y6LUa6BHyBxpylPwBXYmNd48fqfTTdDLg45Tca4/l6I=.sha256  waxing_gibbous_moon.png
&nH4WXj1V+qf0KabCm3zBr/fN/HkWL6daxlyVf924h8M=.sha256  wc.png
&igiY6TUar6H00Jht8QGnJLeMpfRI6Zco1S2rsErTDhI=.sha256  weary.png
&4NazgADVHFMXc4AcWYH8UuigO9Iqz3q+5bWb7mB2TgE=.sha256  wedding.png
&zYCigrB2YZ8V2SkB2ppnI1+PyuaemFsQyR215czKGxk=.sha256  whale.png
&2+YYK6sOKM6CF5ej4jiRac9GX1NSEaUUB03dIih0w54=.sha256  whale2.png
&XxpjVW7Yc54jA1AEDANsZwzG/YmAo1QQ61ccGORF0k8=.sha256  wheelchair.png
&/qmtIW3/O/lTBFy5K7rFM0tDz0YWGUSfp9cKWDb9ehA=.sha256  white_check_mark.png
&xvS0fnZuoXafzLOyrcIeBHqpk9g/xoApNsDXbijakTs=.sha256  white_circle.png
&1MdKmB2QFqmz8SC3Mt22JAPTlLyrVBzCxDFgGfVYz+w=.sha256  white_flower.png
&zheDujDF6MZkTB4IcDT+43huqe8V+x7sC6xbYaHrmC4=.sha256  white_large_square.png
&0zALMJ8hhCCDbdcUtBHFmxHPrRgYlKrmkduMdH3umw8=.sha256  white_square_button.png
&ViPdk/cBaKYxVGbUL8Dzveyf6uchkfqrQctA6v5jpyw=.sha256  wind_chime.png
&telFYJN+MX3n39Ky6Y8/0EFkJnuueLUv8lnare/cy9k=.sha256  wine_glass.png
&zjBjk0+PPzNz27TIiIOX5oR2Mi5lsx9rhtdv+rzPwPs=.sha256  wink.png
&xvZkQ8gOWPF3qb06oKbrjMWMw0gLddE4QyXCuJsUaWw=.sha256  wolf.png
&J2jt3JpHzCQlaREa20VZM0tHPUXWZT/9fbuz4d6EBv8=.sha256  woman.png
&4Zs+zpCrEviqUY3VHgUDUW4jrdxU38Yv1lSElLHtTGM=.sha256  womans_clothes.png
&g49ZBaWl2dydiooepgkIjltUNIm8o/4HIfwmdaWqVTk=.sha256  womans_hat.png
&o4dlAOWHdHU0myIB6GqvVSvCU7c6rRYqG3vohyy+77Q=.sha256  womens.png
&6oHCYbVpYd5l2t+jVEEpRIsPRODE6RtAnlKhcJb273M=.sha256  worried.png
&WFsEfN44okR8r5kb3KcGzrjbFJDs44atIS/acIBV8jU=.sha256  wrench.png
&3Y8LNVbHLbiUPVN7AT6X6ZgKcV4eyUqCgo0RfiEi9W4=.sha256  x.png
&D/nswk/pkP5WSfFJ0JDNSA1DXsTDX3p/knoIGL7aPJo=.sha256  yellow_heart.png
&f+0mjDtVfAAapRisHMBYe/Uw7SBJ/xWBR2hNTCzZbEs=.sha256  yen.png
&oMpqRPB8p+1UUGqeFlJtyNvYNk6fSsD7RpGPIBS0Cyc=.sha256  yum.png
&gGWYGNLlooSiw7OfhsQOMbJ/YJxBOpZ9Y1Mgr0SOGUw=.sha256  zap.png
&TBZQAk0EQ2GtyFrylU966eTNCYLOROquRIidME71iIs=.sha256  zero.png
&xzDnPmGqeYe6Gy9cUd/Xl3+4Sh/+0j8S1gen+IrYKCs=.sha256  zzz.png
